query-id	corpus-id	score
11134	173	1
3673	174	1
3673	175	1
3673	176	1
3673	177	1
21341	174	1
21341	175	1
21341	176	1
22653	178	1
22653	177	1
21660	175	1
21660	179	1
21660	180	1
21660	177	1
6283	175	1
6283	180	1
6283	177	1
4409	175	1
4409	180	1
4409	177	1
2642	175	1
2642	179	1
2642	177	1
19160	175	1
19160	180	1
19160	177	1
18395	181	1
18395	182	1
5857	183	1
5857	184	1
5857	185	1
18180	183	1
18180	184	1
18180	185	1
11432	183	1
11432	184	1
11432	185	1
5954	183	1
5954	184	1
5954	185	1
23486	184	1
23486	185	1
23486	186	1
8763	187	1
8763	188	1
8763	189	1
9278	187	1
9278	188	1
9278	189	1
9278	190	1
2032	187	1
2032	188	1
2032	191	1
17036	187	1
17036	188	1
17036	191	1
21651	187	1
21651	188	1
21651	189	1
13299	187	1
13299	188	1
13299	190	1
10569	187	1
10569	188	1
10569	189	1
17602	187	1
17602	188	1
17602	191	1
17016	187	1
17016	188	1
17016	189	1
5529	187	1
5529	188	1
5529	191	1
2451	192	1
2451	190	1
1521	193	1
1521	190	1
21060	194	1
21060	195	1
22769	194	1
22769	195	1
540	194	1
540	195	1
22058	194	1
22058	195	1
20752	194	1
20752	195	1
1895	194	1
1895	195	1
16750	194	1
16750	195	1
21082	196	1
21082	51	1
2787	197	1
2787	51	1
16968	196	1
16968	51	1
8504	197	1
8504	51	1
2803	196	1
2803	51	1
12226	197	1
12226	196	1
12226	51	1
20857	197	1
20857	51	1
18005	197	1
18005	51	1
6477	198	1
6477	199	1
6477	200	1
16199	200	1
16199	201	1
16199	198	1
1376	202	1
1376	201	1
1376	198	1
10687	200	1
10687	201	1
10687	198	1
7339	200	1
7339	201	1
7339	198	1
20476	200	1
20476	201	1
20476	198	1
12387	200	1
12387	201	1
12387	198	1
23168	200	1
23168	201	1
23168	198	1
11765	200	1
11765	201	1
11765	198	1
22652	203	1
22652	204	1
22652	205	1
1146	203	1
1146	204	1
1146	205	1
7728	203	1
7728	204	1
7728	205	1
19794	203	1
19794	204	1
19794	205	1
9937	203	1
9937	204	1
9937	205	1
7077	203	1
7077	204	1
7077	205	1
15438	203	1
15438	204	1
15438	205	1
10652	203	1
10652	204	1
10652	205	1
11614	206	1
11614	207	1
2960	206	1
2960	24	1
2960	208	1
16571	206	1
16571	24	1
16571	208	1
7627	206	1
7627	207	1
19849	206	1
19849	24	1
19849	208	1
18026	206	1
18026	207	1
19711	206	1
19711	207	1
10240	209	1
10240	210	1
10240	211	1
10240	212	1
8358	210	1
8358	211	1
8358	213	1
11125	214	1
11125	215	1
11125	210	1
11125	209	1
15064	214	1
15064	210	1
15064	209	1
15542	214	1
15542	215	1
15542	210	1
15542	209	1
15526	214	1
15526	210	1
15526	209	1
9895	214	1
9895	210	1
9895	209	1
17589	214	1
17589	215	1
17589	210	1
17589	209	1
12362	214	1
12362	210	1
12362	209	1
18065	216	1
18065	217	1
18065	218	1
1940	216	1
1940	217	1
1940	218	1
11641	216	1
11641	217	1
11641	218	1
6371	216	1
6371	217	1
6371	218	1
5566	216	1
5566	217	1
5566	218	1
20844	216	1
20844	217	1
20844	218	1
2560	216	1
2560	217	1
2560	218	1
2939	1	1
2939	0	1
2939	219	1
3840	1	1
3840	0	1
3840	219	1
3840	220	1
18495	1	1
18495	0	1
18495	219	1
18495	220	1
18389	1	1
18389	0	1
18389	219	1
8422	1	1
8422	0	1
8422	219	1
20487	1	1
20487	0	1
20487	219	1
15662	1	1
15662	0	1
15662	219	1
15662	220	1
11053	1	1
11053	0	1
11053	219	1
11053	220	1
9026	1	1
9026	0	1
9026	219	1
9047	219	1
9047	221	1
12155	219	1
12155	1	1
9139	219	1
9139	130	1
19995	222	1
19995	175	1
19995	177	1
6266	222	1
6266	175	1
6266	177	1
5460	223	1
5460	224	1
5460	178	1
5460	180	1
15461	225	1
15461	223	1
15461	224	1
15461	174	1
10951	225	1
10951	223	1
10951	224	1
10951	180	1
19871	225	1
19871	223	1
19871	224	1
19871	174	1
10062	225	1
10062	223	1
10062	224	1
10062	180	1
830	225	1
830	223	1
830	224	1
830	180	1
4979	226	1
4979	179	1
1199	226	1
1199	179	1
14115	226	1
14115	179	1
17140	178	1
17140	228	1
17140	178	1
662	227	1
662	228	1
662	227	1
17805	174	1
17805	174	1
17805	227	1
17805	229	1
21401	38	1
21401	210	1
20056	38	1
20056	210	1
520	38	1
520	210	1
19333	38	1
19333	210	1
22516	230	1
22516	231	1
22516	232	1
1567	233	1
1567	234	1
1567	217	1
1567	235	1
5490	38	1
5490	233	1
5490	234	1
7576	234	1
7576	235	1
16268	234	1
16268	233	1
16268	161	1
8951	232	1
8951	235	1
8951	26	1
18774	234	1
18774	233	1
18774	161	1
10183	233	1
10183	161	1
10183	236	1
6764	233	1
6764	161	1
6764	236	1
19240	233	1
19240	161	1
19240	236	1
1944	233	1
1944	161	1
1944	236	1
13211	233	1
13211	161	1
13211	236	1
8484	237	1
8484	210	1
8484	238	1
4598	239	1
4598	210	1
4598	238	1
5619	213	1
5619	210	1
5619	238	1
22211	213	1
22211	210	1
22211	240	1
16269	213	1
16269	210	1
16269	238	1
22998	213	1
22998	210	1
22998	238	1
17430	241	1
17430	234	1
5844	234	1
5844	242	1
1577	234	1
1577	242	1
23077	243	1
23077	244	1
21538	245	1
21538	246	1
273	247	1
273	244	1
22192	243	1
22192	244	1
8549	245	1
8549	244	1
12894	243	1
12894	244	1
12857	243	1
12857	244	1
10436	243	1
10436	244	1
16355	248	1
16355	249	1
16355	250	1
18184	248	1
18184	251	1
18184	250	1
2650	248	1
2650	252	1
2650	249	1
9444	248	1
9444	252	1
9444	249	1
1572	248	1
1572	252	1
1572	249	1
21631	43	1
21631	253	1
21361	43	1
21361	253	1
5053	44	1
5053	254	1
12278	44	1
12278	253	1
19563	44	1
19563	255	1
12586	44	1
12586	254	1
10074	256	1
10074	257	1
20806	256	1
20806	43	1
80	256	1
80	257	1
3877	256	1
3877	43	1
4158	256	1
4158	257	1
13718	256	1
13718	257	1
4457	256	1
4457	43	1
16185	256	1
16185	257	1
17518	256	1
17518	257	1
9957	258	1
9957	255	1
4110	259	1
4110	249	1
386	258	1
386	253	1
4173	260	1
4173	43	1
4173	249	1
14539	43	1
14539	256	1
14539	249	1
1245	43	1
1245	256	1
1245	249	1
23078	43	1
23078	256	1
23078	249	1
3942	43	1
3942	256	1
3942	249	1
8617	43	1
8617	256	1
8617	249	1
12369	43	1
12369	256	1
12369	249	1
15906	248	1
15906	261	1
4058	248	1
4058	262	1
763	248	1
763	261	1
3493	248	1
3493	262	1
382	248	1
382	262	1
22727	248	1
22727	262	1
163	248	1
163	262	1
8728	263	1
8728	264	1
8728	265	1
10161	266	1
10161	161	1
10161	264	1
15107	263	1
15107	161	1
10228	267	1
10228	264	1
10228	265	1
5359	263	1
5359	264	1
5359	265	1
17864	263	1
17864	266	1
17864	265	1
17828	263	1
17828	264	1
17828	265	1
14758	263	1
14758	264	1
14758	265	1
15481	268	1
15481	269	1
15481	270	1
15481	271	1
17723	268	1
17723	270	1
17723	271	1
23134	268	1
23134	270	1
23134	271	1
7813	268	1
7813	270	1
7813	271	1
19260	268	1
19260	270	1
19260	271	1
11209	268	1
11209	270	1
11209	271	1
7011	268	1
7011	270	1
7011	271	1
17216	268	1
17216	269	1
17216	270	1
17216	271	1
2961	268	1
2961	270	1
2961	271	1
2104	268	1
2104	270	1
2104	271	1
2125	272	1
2125	273	1
2125	271	1
6201	272	1
6201	273	1
6201	271	1
17122	272	1
17122	273	1
17122	271	1
9602	274	1
9602	17	1
21338	275	1
21338	276	1
20321	277	1
20321	274	1
23171	274	1
23171	12	1
23351	277	1
23351	274	1
7776	278	1
7776	280	1
9281	281	1
9281	14	1
9281	280	1
22856	278	1
22856	282	1
8327	278	1
8327	282	1
17726	279	1
17726	282	1
2338	281	1
2338	14	1
2338	282	1
12114	283	1
12114	284	1
18230	285	1
18230	284	1
407	286	1
407	284	1
18532	286	1
18532	287	1
18532	284	1
4359	288	1
4359	289	1
4359	284	1
797	290	1
797	291	1
797	285	1
797	284	1
14532	284	1
14532	292	1
3264	284	1
3264	290	1
17510	284	1
17510	289	1
13148	284	1
13148	290	1
14821	293	1
14821	294	1
10660	293	1
10660	294	1
7889	293	1
7889	294	1
11673	293	1
11673	294	1
5001	119	1
5001	118	1
5001	121	1
289	119	1
289	120	1
13711	118	1
13711	120	1
15843	119	1
15843	120	1
18991	118	1
18991	120	1
17986	118	1
17986	120	1
6097	118	1
6097	120	1
13061	118	1
13061	120	1
4565	119	1
4565	120	1
15269	295	1
15269	296	1
15269	227	1
15269	180	1
5481	295	1
5481	296	1
5481	227	1
5481	180	1
4111	297	1
4111	298	1
4111	175	1
14637	298	1
14637	175	1
10172	298	1
10172	175	1
4900	298	1
4900	175	1
7513	297	1
7513	175	1
2353	297	1
2353	175	1
17542	297	1
17542	175	1
8586	298	1
8586	175	1
19323	0	1
19323	300	1
12110	1	1
12110	300	1
14447	1	1
14447	0	1
14447	299	1
14447	5	1
3604	5	1
3604	264	1
3604	236	1
23064	5	1
23064	301	1
23064	240	1
18682	299	1
18682	300	1
2871	5	1
2871	302	1
4927	5	1
4927	2	1
12918	5	1
12918	2	1
7737	5	1
7737	300	1
774	5	1
774	2	1
22563	5	1
22563	2	1
7377	5	1
7377	2	1
18022	107	1
18022	102	1
18022	303	1
7316	90	1
7316	102	1
7316	303	1
10323	90	1
10323	102	1
10323	303	1
3839	90	1
3839	102	1
3839	303	1
1945	90	1
1945	102	1
1945	303	1
2619	90	1
2619	102	1
2619	303	1
1191	90	1
1191	102	1
1191	303	1
286	90	1
286	102	1
286	303	1
15417	304	1
15417	305	1
15417	0	1
20412	304	1
20412	305	1
20412	0	1
22032	304	1
22032	305	1
22032	0	1
6983	306	1
6983	305	1
6983	0	1
17957	304	1
17957	306	1
17957	0	1
10413	306	1
10413	305	1
10413	0	1
12771	106	1
12771	229	1
19825	299	1
19825	106	1
22151	91	1
22151	107	1
22151	1	1
22151	0	1
3330	107	1
3330	100	1
3330	302	1
3330	307	1
22548	1	1
22548	0	1
22548	180	1
13496	91	1
13496	107	1
13496	174	1
15515	107	1
15515	100	1
15515	1	1
15515	0	1
14480	110	1
14480	0	1
14480	1	1
13721	110	1
13721	0	1
13515	110	1
13515	0	1
13515	1	1
14013	110	1
14013	0	1
14013	1	1
11317	110	1
11317	0	1
11317	1	1
10320	110	1
10320	1	1
12234	110	1
12234	308	1
22398	0	1
22398	309	1
22398	5	1
22398	301	1
4612	1	1
4612	310	1
4612	106	1
4612	109	1
5407	0	1
5407	106	1
5407	109	1
8956	1	1
8956	310	1
8956	106	1
8956	109	1
11302	0	1
11302	106	1
11302	109	1
9882	310	1
9882	309	1
9882	5	1
9882	301	1
388	310	1
388	309	1
388	5	1
388	301	1
11220	1	1
11220	310	1
11220	106	1
11220	109	1
4043	0	1
4043	106	1
4043	109	1
11492	0	1
11492	1	1
11492	300	1
20069	286	1
20069	0	1
20069	302	1
5269	301	1
5269	5	1
5269	300	1
16889	91	1
16889	98	1
16889	300	1
15931	311	1
15931	312	1
15931	300	1
8420	286	1
8420	0	1
8420	300	1
13702	286	1
13702	301	1
13702	300	1
2767	312	1
2767	0	1
2767	302	1
10292	91	1
10292	98	1
10292	300	1
5982	312	1
5982	0	1
5982	300	1
18599	1	1
18599	0	1
18599	175	1
22447	1	1
22447	0	1
22447	227	1
16393	1	1
16393	0	1
16393	227	1
6719	1	1
6719	0	1
6719	175	1
5218	1	1
5218	0	1
5218	227	1
6315	1	1
6315	0	1
6315	175	1
3299	1	1
3299	0	1
3299	175	1
15068	1	1
15068	0	1
15068	175	1
10596	1	1
10596	0	1
10596	175	1
10969	300	1
10969	97	1
4011	2	1
4011	109	1
9458	300	1
9458	103	1
23511	300	1
23511	97	1
23511	103	1
16988	300	1
16988	97	1
16988	103	1
22644	2	1
22644	97	1
350	2	1
350	97	1
10699	300	1
10699	109	1
16547	2	1
16547	97	1
8080	180	1
8080	107	1
8080	106	1
21601	174	1
21601	0	1
6052	178	1
6052	1	1
3268	0	1
3268	2	1
9503	313	1
9503	314	1
3965	1	1
3965	2	1
14174	315	1
14174	316	1
14174	317	1
4282	315	1
4282	316	1
4282	317	1
17485	242	1
17485	318	1
8861	242	1
8861	319	1
15528	242	1
15528	320	1
15528	321	1
2580	242	1
2580	319	1
4319	242	1
4319	319	1
9305	230	1
9305	322	1
9305	321	1
13691	230	1
13691	322	1
13691	321	1
18213	230	1
18213	322	1
18213	321	1
12765	230	1
12765	322	1
12765	321	1
4219	230	1
4219	322	1
4219	321	1
17172	323	1
17172	242	1
17172	309	1
2909	323	1
2909	324	1
2909	325	1
3390	2	1
3390	300	1
3390	326	1
2940	2	1
2940	300	1
2940	326	1
12566	2	1
12566	300	1
12566	317	1
13736	300	1
13736	327	1
13736	326	1
10985	2	1
10985	300	1
10985	327	1
6041	2	1
6041	300	1
6041	326	1
9538	300	1
9538	328	1
16100	329	1
16100	318	1
10192	330	1
10192	329	1
2018	331	1
2018	332	1
2018	333	1
20373	256	1
20373	259	1
20373	248	1
16121	256	1
16121	259	1
16121	248	1
10806	256	1
10806	258	1
10806	248	1
17821	256	1
17821	259	1
17821	248	1
12928	256	1
12928	258	1
12928	248	1
20425	256	1
20425	258	1
20425	248	1
16564	256	1
16564	259	1
16564	248	1
4680	256	1
4680	258	1
4680	248	1
11981	256	1
11981	259	1
11981	248	1
3360	258	1
3360	259	1
3360	256	1
14211	258	1
14211	259	1
14211	256	1
23298	258	1
23298	259	1
23298	256	1
5213	258	1
5213	259	1
5213	256	1
23008	258	1
23008	259	1
23008	256	1
20285	258	1
20285	259	1
20285	256	1
16632	258	1
16632	259	1
16632	256	1
22522	258	1
22522	259	1
22522	256	1
5086	258	1
5086	259	1
5086	256	1
2944	258	1
2944	259	1
2944	256	1
12798	256	1
12798	334	1
12798	43	1
21621	248	1
21621	334	1
21621	43	1
7200	256	1
7200	248	1
7200	334	1
7200	43	1
12499	256	1
12499	248	1
12499	334	1
12499	43	1
3016	256	1
3016	248	1
3016	334	1
3016	43	1
9729	256	1
9729	248	1
9729	334	1
9729	43	1
11586	256	1
11586	334	1
11586	43	1
12712	43	1
12712	334	1
6309	257	1
6309	334	1
18785	43	1
18785	334	1
20851	257	1
20851	334	1
2321	43	1
2321	334	1
